MBK番号,標本番号,Family,和名,学名,ラベル産地,採集日
MBK-0198700,38277,Pteridaceae,イワガネソウ,Coniogramme japonica (Thunb.) Diels,土佐郡土佐山村弘瀬?桑尾,1986/12/7
MBK-0198702,39656,Pteridaceae,イワガネソウ,Coniogramme japonica (Thunb.) Diels,高知市大津,2000/11/22
MBK-0173899,20169,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知県高知市 筆山から皿ヶ峰,2000/7/7
MBK-0173819,s.n.,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知県高知市 五台山,不明
MBK-0115595,s.n.,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知県吾川郡春野町森山城山,1977/11/17
MBK-0165516,6906,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知県高知市 宇津野,1991/3/10
MBK-0039275,1156,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知県高知市一宮（大谷）,1985/6/9
MBK-0032991,2832,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市吉野,1967/5/25
MBK-0298280,FOK-000237,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市穴川樽ノ滝,2001/7/7
MBK-0298250,FOK-000344,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市本村,2001/9/18
MBK-0298369,FOK-000702,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市土佐山東川神社,2001/10/16
MBK-0298329,FOK-000839,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市鏡敷ノ山,2001/11/27
MBK-0298309,FOK-000968,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市鏡白岩,2001/12/5
MBK-0298763,FOK-001078,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市サコ屋敷,2002/1/8
MBK-0298390,FOK-002684,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市土佐山梶谷日ノ浦,2002/6/15
MBK-0299081,FOK-009680,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市尾立,2002/1/13
MBK-0299279,FOK-010900,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市岩ヶ淵,2002/6/16
MBK-0300456,FOK-013178,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市治国谷,2002/4/14
MBK-0300854,FOK-020019,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市浦戸,2002/6/12
MBK-0257405,FOS-007295,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知県高知市鏡大河内,2014/4/26
MBK-0267121,FOS-008580,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知県高知市土佐山中切川奈路,2014/10/21
MBK-0199387,36122,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市針原付近,1982/10/14
MBK-0199388,36155,Pteridaceae,タチシノブ,Onychium japonicum (Thunb.) Kunze,高知市宗安寺付近,1982/10/14
MBK-0190796,334-1,Pteridaceae,オトマスイノモトソウ,Pteris ×otomasui Sa.Kurata,高知県土佐山村 弘瀬日比原,1997/9/20
MBK-0028805,39137,Pteridaceae,アイイノモトソウ,"Pteris ×pseudosefuricola Ebihara, Nakato et S.Matsumoto",土佐郡鏡村小川口～川口,1986/10/26
MBK-0139711,FOK-801114,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,土佐郡鏡村コオナロ,2002/4/4
MBK-0139259,FOK-800246,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,高知市唐岩,2001/7/25
MBK-0139276,FOK-800325,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,吾川郡春野町治国谷,2001/7/28
MBK-0137908,FOK-012979,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,高知市孕東町,2002/3/24
MBK-0165517,6910,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,高知県高知市 宇津野,1991/3/10
MBK-0032939,39677,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,土佐郡鏡村サコ屋敷,2000/12/4
MBK-0147144,11247,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,土佐郡鏡村谷口,1974/10/17
MBK-0142064,952,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,高知市北秦泉町,1983/9/7
MBK-0034257,1693,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,土佐郡土佐山村,1966/11/23
MBK-0298385,FOK-000617,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,高知市トキド,2001/10/4
MBK-0298677,FOK-001439,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,高知市鏡白岩,2002/6/9
MBK-0300132,FOK-013159,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,高知市治国谷,2002/4/14
MBK-0267133,FOS-008592,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,高知県高知市土佐山中切川奈路,2014/10/21
MBK-0197936,1012,Pteridaceae,オオバノイノモトソウ,Pteris cretica L.,高知市筆山,1964/9/25
